first_name,last_name,age,favorite_os,IQ
Scarlett,Lopez,46,iOS,117.0
Nash,Lewis,23,iOS,116.0
Taylor,Jenkins,24,iOS,109.0
Abdul,Cox,48,iOS,
Everleigh,Gomez,61,iOS,117.0
Jameson,Perry,46,AndroidOS,
Avery,Davis,21,AndroidOS,118.0
Faith,Youmg,21,AndroidOS,125.0
Tyler,Palmer,35,AndroidOS,126.0
,Hall,59,iOS,123.0
Bruce,Powell,56,AndroidOS,120.0
Olive,Roberts,28,iOS,106.0
Braxton,Edwards,59,AndroidOS,114.0
Teresa,Scott,34,AndroidOS,93.0
Beckham,Murphy,74,,88.0
Edward,Hill,46,AndroidOS,126.0
Alexis,Brooks,69,iOS,97.0
Brandon,Morris,22,iOS,115.0
Piper,Campbell,54,iOS,103.0
Lauren,Rodriguez,61,iOS,120.0
Archer,Sullivan,45,AndroidOS,92.0
Bryson,Davis,74,,98.0
Arthur,,53,iOS,104.0
Ashton,Guiterrez,61,AndroidOS,100.0
Mary,Little,65,iOS,122.0
Jackson,Fry,43,iOS,105.0
Taylor,Moore,57,iOS,89.0
Jack,Ward,69,iOS,127.0
Mary,Perez,63,AndroidOS,113.0
Ellie,Walker,69,AndroidOS,91.0
Brooke,Cook,61,iOS,124.0
Bruce,Wilson,31,iOS,100.0
Wyatt,Youmg,72,,105.0
Taylor,Turner,74,,100.0
Journee,AllenKing,43,iOS,110.0
,Wood,37,iOS,
Evelyn,Turner,73,,95.0
Miles,Fry,44,AndroidOS,95.0
Cole,Youmg,20,iOS,114.0
Cole,Gonzalez,73,,128.0
Jonny,Clark,60,iOS,93.0
Holden,Morris,57,iOS,95.0
Blake,Nguyen,20,Windows,89.0
Olive,Phillips,24,iOS,108.0
Gunther,Fry,56,iOS,117.0
Hudson,Mendoza,50,iOS,92.0
Preston,Powell,56,AndroidOS,93.0
Parker,Clark,26,AndroidOS,99.0
Myles,,27,Windows,111.0
Martha,Morgan,67,iOS,
Micheal,Robinson,48,AndroidOS,103.0
Everett,Scott,25,iOS,100.0
Tucker,Ruiz,60,AndroidOS,90.0
Ivor,Wood,66,iOS,101.0
Minho,Cooper,50,iOS,107.0
Merlin,Collins,49,iOS,
Leo,Hall,32,iOS,125.0
Scarlett,Wilson,60,Windows,85.0
,Wood,69,iOS,98.0
Payton,Wilson,62,AndroidOS,86.0
Legend,Patel,72,,127.0
Bentley,Hall,31,iOS,87.0
Wyatt,Gonzalez,40,iOS,98.0
Christina,Robinson,32,AndroidOS,103.0
Jonathan,Cruz,23,iOS,121.0
Nash,Youmg,44,iOS,123.0
Payton,Rodriguez,65,iOS,125.0
Evelyn,Rogers,59,AndroidOS,88.0
Ashton,Gibson,69,iOS,90.0
Olive,Stewart,26,iOS,119.0
Lilly,Gibson,70,iOS,127.0
Jackson,Richardson,73,,101.0
Shannon,Mendoza,37,AndroidOS,121.0
Ivy,Coleman,32,iOS,118.0
Edward,White,40,AndroidOS,119.0
Easton,Scott,28,AndroidOS,111.0
Silas,Ruiz,46,iOS,125.0
Alex,Ramos,74,,116.0
Vanessa,Palmer,48,iOS,98.0
Eloise,Collins,50,iOS,92.0
Jackson,Hughes,69,iOS,129.0
Steve,Kelly,59,iOS,88.0
Sawyer,Taylor,72,,105.0
King,Colon,68,iOS,101.0
Silas,Adams,73,,
Lisa,Wright,50,iOS,86.0
Georgia,Perry,40,iOS,88.0
Ron,Wood,27,iOS,120.0
Bentley,Hall,52,iOS,104.0
Andrey,Powell,68,AndroidOS,92.0
Arthur,AllenKing,59,iOS,92.0
Madeline,Stewart,68,iOS,127.0
Alby,Ramirez,21,AndroidOS,93.0
Martha,Sanders,57,iOS,107.0
Parker,Gray,71,,93.0
Austin,Kelly,43,iOS,99.0
Parker,Bailey,64,AndroidOS,92.0
Faith,Moore,31,AndroidOS,118.0
Wyatt,Flores,48,AndroidOS,97.0
Ashton,Ortiz,70,AndroidOS,87.0
Arthur,Wilson,28,iOS,116.0
Desirae,Cruz,62,AndroidOS,106.0
Weston,Sullivan,43,iOS,102.0
Journee,Chavez,24,iOS,91.0
Lilly,Ruiz,61,iOS,92.0
Miles,Parker,48,iOS,86.0
King,Cooper,47,iOS,128.0
Tucker,Murphy,71,,89.0
Lincoln,,41,AndroidOS,99.0
Bradley,Wright,38,iOS,107.0
Jameson,Cooper,39,iOS,88.0
Robert,Williams,28,AndroidOS,114.0
Avery,Wood,23,iOS,87.0
Jackson,Smith,40,iOS,86.0
Nash,Price,20,iOS,92.0
Oscar,Perry,55,iOS,
Eloise,Perry,63,AndroidOS,
Scarlett,Garcia,38,iOS,125.0
Daisy,Mendoza,68,iOS,120.0
Mark,Williams,26,iOS,97.0
Sawyer,Davis,38,AndroidOS,111.0
Teresa,Martin,60,AndroidOS,118.0
Emmet,Reese,30,AndroidOS,86.0
Andrea,Rogers,27,iOS,112.0
Hunter,Campbell,31,iOS,107.0
Hope,Cooper,63,iOS,112.0
Mason,Alvarez,49,AndroidOS,122.0
Graham,Castillo,73,,118.0
Evelyn,Ruiz,25,AndroidOS,94.0
,Green,62,AndroidOS,112.0
Madeline,Fry,21,iOS,112.0
Madison,Mendoza,66,Windows,99.0
Abdul,Bennet,59,iOS,112.0
Martha,Cooper,66,AndroidOS,99.0
Mary,Jimenez,49,iOS,94.0
Gracie,Little,70,iOS,92.0
Bryson,Flores,55,AndroidOS,96.0
Preston,Kim,68,iOS,129.0
Spencer,Diaz,55,iOS,104.0
Teresa,Thomas,38,iOS,111.0
Abdul,Jones,29,iOS,99.0
Daisy,Phillips,69,AndroidOS,128.0
Paige,Collins,57,AndroidOS,117.0
Graham,Gibson,41,iOS,97.0
Faith,Sancherz,64,iOS,118.0
Ashley,Jackson,53,iOS,121.0
Parker,Baker,34,iOS,116.0
Minho,Murphy,38,iOS,100.0
Harry,Garcia,27,iOS,98.0
Beckham,Murphy,34,iOS,102.0
Blakely,Smith,55,iOS,114.0
Payton,Long,54,AndroidOS,115.0
Legend,Anderson,62,AndroidOS,118.0
Alexis,Ward,31,Windows,
,Thomas,22,iOS,96.0
Avery,Rogers,54,iOS,101.0
Remington,Scott,71,,118.0
Arthur,Sullivan,67,iOS,104.0
Avery,Martinez,43,iOS,123.0
Journee,White,34,AndroidOS,129.0
Hazel,Ortiz,56,AndroidOS,
Cole,Wilson,35,AndroidOS,91.0
Merlin,Perez,54,iOS,121.0
Fridge,Collins,48,AndroidOS,124.0
Legend,Carter,67,AndroidOS,85.0
Christian,Flores,47,AndroidOS,108.0
Olive,Brooks,61,AndroidOS,
Hunter,Taylor,51,AndroidOS,120.0
Edward,Peterson,67,AndroidOS,114.0
Christian,Wright,63,iOS,128.0
Everett,Hill,50,iOS,113.0
Cole,Brooks,20,AndroidOS,127.0
Piper,Wright,45,iOS,123.0
Blake,Sanders,47,AndroidOS,120.0
Nash,Gonzalez,67,iOS,111.0
King,Sanders,62,iOS,85.0
Peyton,Russel,40,AndroidOS,129.0
Tom,Sullivan,38,iOS,109.0
Weston,Castillo,63,iOS,97.0
Hayden,Edwards,44,iOS,115.0
Ellie,Rogers,43,iOS,106.0
Tucker,Bailey,49,iOS,103.0
Tucker,Ramirez,27,AndroidOS,125.0
Eloise,Cruz,53,iOS,85.0
Arthur,Cook,44,iOS,115.0
Bob,Sanders,52,AndroidOS,108.0
Bennet,Adams,46,iOS,114.0
Steve,Mendoza,33,AndroidOS,127.0
Legend,Roberts,59,iOS,106.0
Martha,Gomez,68,iOS,111.0
Garett,Cook,27,AndroidOS,114.0
Archer,Morris,36,iOS,91.0
Zoe,Coleman,54,iOS,98.0
Vanessa,Gomez,70,AndroidOS,86.0
Austin,Parker,62,iOS,117.0
Ashley,Baker,72,,114.0
Myles,Brown,67,iOS,114.0
Kingston,Smith,29,AndroidOS,94.0
Lena,Ortiz,28,iOS,108.0
Vivian,Cruz,69,AndroidOS,
Merlin,Scott,44,iOS,113.0
Lena,Nelson,25,iOS,97.0
Leo,Gonzalez,25,iOS,108.0
Steve,Robinson,55,Windows,105.0
Beckham,Brooks,58,iOS,112.0
Evelyn,Smith,34,AndroidOS,124.0
Jaxon,Little,29,iOS,115.0
Ron,Green,68,iOS,124.0
Waylon,Cooper,62,AndroidOS,121.0
Archer,Reyes,64,iOS,89.0
Hunter,Bailey,26,iOS,117.0
King,Castillo,58,AndroidOS,124.0
Emmet,Gray,55,iOS,86.0
Natasha,Jackson,57,iOS,
Alyssa,Powell,55,iOS,128.0
Peyton,Ruiz,34,Windows,108.0
Harry,Rivera,26,iOS,106.0
Jon,Reese,55,Windows,129.0
Cole,Gomez,45,Windows,125.0
Vanessa,Patel,30,Windows,129.0
Georgia,Cook,35,iOS,
,,70,Windows,129.0
Parker,Howard,43,iOS,112.0
Sawyer,Jimenez,26,iOS,125.0
Easton,Cooper,53,iOS,86.0
Everett,Moore,57,AndroidOS,110.0
Taylor,Torres,20,AndroidOS,92.0
Hudson,Anderson,54,iOS,119.0
Myles,White,67,AndroidOS,113.0
Tucker,Adams,41,iOS,88.0
Lilly,Lopez,44,iOS,
Hudson,Nguyen,73,,125.0
Robert,Perez,54,iOS,101.0
Lucy,Gibson,20,iOS,123.0
Vanessa,,27,iOS,100.0
Steven,Gibson,49,iOS,
Paige,Moore,22,iOS,95.0
Harry,Gray,40,AndroidOS,126.0
Spencer,Mitchell,20,iOS,99.0
Vanessa,Perry,27,iOS,100.0
Merlin,Rivera,54,AndroidOS,115.0
Bennet,Miller,53,AndroidOS,
Preston,Sancherz,46,iOS,122.0
Beckett,Coleman,68,iOS,126.0
Ron,Morales,47,AndroidOS,107.0
Myles,Harris,70,iOS,104.0
Legend,Thompson,43,AndroidOS,98.0
Steve,Scott,41,iOS,114.0
Bruce,Miller,32,iOS,107.0
River,Lewis,59,iOS,93.0
Wesley,Roberts,57,AndroidOS,85.0
Taylor,Hill,61,iOS,
Abdul,Moore,58,AndroidOS,128.0
Mary,Gomez,49,iOS,95.0
Julian,Ramirez,40,AndroidOS,106.0
Micheal,Jones,53,iOS,114.0
Roary,Sancherz,70,AndroidOS,120.0
Evelyn,Ramos,26,iOS,95.0
Steven,Long,32,AndroidOS,115.0
Jeremy,Bloom,47,iOS,90.0
Everett,Robinson,58,AndroidOS,
Madeline,Sanders,61,iOS,119.0
Hazel,Perez,74,,122.0
Jonathan,AllenKing,46,AndroidOS,93.0
Eloise,Martin,67,iOS,104.0
Christian,Rogers,27,iOS,129.0
Shannon,Lewis,64,iOS,105.0
Faith,Howard,52,iOS,90.0
Everleigh,Collins,62,iOS,129.0
Bryson,Kim,59,iOS,127.0
Hayden,Taylor,52,iOS,118.0
Natasha,Phillips,57,iOS,107.0
Dean,Thomas,27,AndroidOS,125.0
Easton,Brooks,44,AndroidOS,129.0
Mark,Gonzalez,65,AndroidOS,90.0
Millie,Kim,44,iOS,126.0
Roary,Collins,33,iOS,112.0
Andrea,Anderson,64,AndroidOS,127.0
Ellie,Cooper,65,iOS,127.0
Cahrlie,Martin,57,AndroidOS,115.0
King,Campbell,31,AndroidOS,117.0
Blake,Ramirez,70,iOS,117.0
Ivy,Murphy,39,iOS,94.0
Robert,Bennet,38,iOS,127.0
Lauren,AllenKing,60,iOS,100.0
Arthur,Myers,57,AndroidOS,96.0
Bryson,Pierce,71,,85.0
Remington,Jimenez,22,AndroidOS,120.0
Tyler,Turner,73,,100.0
Emmet,Ortiz,44,iOS,86.0
Abdul,Reyes,27,iOS,87.0
Holden,Howard,55,AndroidOS,112.0
Alby,Morgan,62,AndroidOS,118.0
Vivian,Coleman,47,AndroidOS,108.0
Emmet,Price,29,iOS,102.0
Ellie,Miller,58,AndroidOS,112.0
Blake,Jimenez,61,iOS,
Gunther,Baker,64,iOS,103.0
Alex,Moore,50,iOS,113.0
Ashton,Thompson,69,Windows,98.0
Miles,Green,73,,94.0
Walker,Campbell,32,AndroidOS,104.0
Presley,Roberts,44,AndroidOS,125.0
Piper,Gonzalez,57,iOS,103.0
Ashley,Jones,30,iOS,125.0
Ellie,Ramos,29,iOS,
Bruce,Russel,74,,111.0
Eloise,Murphy,64,iOS,127.0
Brandon,Pierce,37,iOS,109.0
Julian,Moore,58,AndroidOS,113.0
Remington,Garcia,52,iOS,101.0
Christina,Mitchell,45,iOS,118.0
Hunter,Ramirez,47,Windows,112.0
Vivian,Harris,58,iOS,113.0
River,Sullivan,50,AndroidOS,119.0
Marvin,Lee,36,iOS,126.0
Presley,Peterson,64,iOS,113.0
Walker,Richardson,63,iOS,87.0
Bennet,Diaz,22,iOS,
Ivor,Johnson,22,AndroidOS,104.0
Ellie,Wilson,57,AndroidOS,121.0
Graham,Perry,67,iOS,120.0
Kinsley,Bailey,55,iOS,92.0
Olive,,31,iOS,90.0
Jon,Reed,29,iOS,
Lincoln,Foster,28,AndroidOS,113.0
Faith,Reyes,26,AndroidOS,117.0
Brandon,Wright,41,iOS,116.0
Alex,Jackson,27,iOS,102.0
Abdul,Lewis,36,iOS,126.0
Mary,Lewis,34,iOS,86.0
Julian,Moore,58,iOS,97.0
,Nguyen,67,AndroidOS,93.0
Faith,Flores,45,AndroidOS,86.0
Alex,Bailey,67,Windows,115.0
Eleanor,Palmer,47,AndroidOS,109.0
Christina,Powell,22,AndroidOS,127.0
Vanessa,,44,AndroidOS,105.0
Landon,Myers,64,iOS,90.0
Jameson,Foster,59,Windows,87.0
Jameson,Ramirez,65,AndroidOS,122.0
Lena,Nguyen,45,iOS,92.0
Ashley,Adams,50,iOS,122.0
Mary,Cooper,24,iOS,
Preston,Morales,69,AndroidOS,97.0
Madeline,Sullivan,58,AndroidOS,
Alex,Bennet,21,iOS,107.0
Jaxon,Rogers,74,,114.0
Marvin,,52,AndroidOS,120.0
Steve,Nelson,37,AndroidOS,
Ashton,Hernandez,67,iOS,109.0
Tucker,Hughes,63,iOS,99.0
Jaxon,Walker,20,iOS,124.0
Natasha,Walker,28,AndroidOS,113.0
Bentley,Martinez,52,iOS,128.0
Archer,Green,30,iOS,102.0
Ivy,Anderson,36,iOS,99.0
Jack,Walker,71,,113.0
Everleigh,Ortiz,29,iOS,112.0
Evelyn,Foster,44,AndroidOS,114.0
Georgia,Nguyen,66,iOS,110.0
Ellie,Fry,28,iOS,89.0
Arthur,Colon,60,iOS,93.0
Everleigh,Chavez,50,iOS,118.0
Millie,Phillips,66,AndroidOS,123.0
Graham,Bell,35,AndroidOS,101.0
Gracie,,62,iOS,105.0
Micheal,Alvarez,29,iOS,95.0
Payton,Murphy,46,AndroidOS,103.0
Peyton,Kelly,26,iOS,110.0
Tyler,Morales,48,AndroidOS,94.0
Blake,Gibson,72,,87.0
Braxton,Clark,30,AndroidOS,126.0
Minho,Brooks,73,,110.0
Hadley,Scott,45,AndroidOS,86.0
Harry,Cruz,63,AndroidOS,115.0
Bruce,Martinez,59,iOS,93.0
Brooke,Cook,38,AndroidOS,94.0
Presley,Roberts,63,iOS,123.0
Ron,Ruiz,70,iOS,100.0
Bennet,Smith,64,AndroidOS,100.0
Wesley,Gomez,56,Windows,92.0
Landon,Lewis,55,AndroidOS,124.0
Marvin,Smith,74,,93.0
Steven,Diaz,52,iOS,117.0
Bob,Miller,23,iOS,126.0
Alby,Ward,66,iOS,110.0
Olive,Sanders,28,iOS,106.0
Easton,Wilson,27,iOS,93.0
Hudson,Reyes,26,Windows,93.0
Alyssa,Wright,39,iOS,129.0
Roary,Baker,49,iOS,107.0
Bryson,Rogers,52,AndroidOS,92.0
Emma,Coleman,26,iOS,104.0
Gunther,Cox,52,iOS,
Georgia,Ross,35,iOS,88.0
Bradley,Kim,49,AndroidOS,120.0
Hunter,Green,65,iOS,126.0
Everleigh,Reese,20,AndroidOS,117.0
Gideon,Gray,23,iOS,91.0
Bryce,Cruz,40,AndroidOS,104.0
Peyton,Cruz,64,iOS,117.0
Hadley,Moore,56,iOS,103.0
Roary,Johnson,64,iOS,95.0
Ron,Smith,71,,
Mark,Sanders,51,iOS,122.0
Zoe,Foster,30,iOS,128.0
Hailey,Hernandez,65,iOS,97.0
Legend,Reyes,49,AndroidOS,127.0
Steven,Myers,34,iOS,93.0
River,Stewart,28,Windows,87.0
Hudson,Jackson,23,iOS,117.0
Hope,Lee,58,iOS,122.0
Paige,Martinez,57,iOS,109.0
Sawyer,Gibson,73,,117.0
Jackson,Brooks,27,iOS,99.0
Arthur,Nguyen,36,AndroidOS,86.0
Archer,Wright,55,iOS,124.0
Myles,Harris,49,iOS,99.0
Tucker,Martinez,44,iOS,128.0
Remington,Morales,64,iOS,98.0
Gunther,Wright,72,,104.0
Alby,Rivera,58,iOS,116.0
,Ruiz,45,iOS,118.0
Ivor,AllenKing,61,iOS,122.0
Journee,Torres,72,,107.0
Legend,Coleman,40,AndroidOS,122.0
Mason,Miller,72,,98.0
Bennet,Harris,72,,98.0
Emma,Scott,41,Windows,102.0
,Hernandez,27,AndroidOS,
Brooke,Gibson,70,iOS,124.0
Alyssa,,45,iOS,105.0
Steve,Perry,47,iOS,114.0
Millie,Gray,34,AndroidOS,106.0
Sawyer,Ortiz,47,iOS,111.0
Beckett,Carter,49,AndroidOS,115.0
Peyton,Smith,36,iOS,112.0
Archer,Ward,62,iOS,119.0
Sawyer,Gonzalez,42,iOS,113.0
Everett,Green,22,iOS,127.0
Hadley,Chavez,33,iOS,127.0
Payton,Rivera,49,AndroidOS,104.0
Alexis,Patel,54,iOS,123.0
Merlin,Ruiz,67,iOS,94.0
Georgia,Kim,68,AndroidOS,125.0
Bradley,Bennet,33,iOS,118.0
Alex,Long,61,iOS,91.0
Andrey,Guiterrez,72,,126.0
Parker,Richardson,25,Windows,125.0
Lincoln,Thomas,42,AndroidOS,111.0
Rhett,Anderson,52,iOS,123.0
Remington,Kelly,34,iOS,125.0
Mark,Bloom,62,AndroidOS,96.0
Eloise,Baker,67,AndroidOS,123.0
Scarlett,Parker,52,iOS,116.0
Rhett,Thompson,22,iOS,115.0
Lena,Patel,59,iOS,100.0
Jeremy,Sancherz,24,iOS,100.0
Arthur,Carter,51,iOS,125.0
Alby,Turner,42,iOS,90.0
King,Gomez,39,iOS,123.0
,Foster,37,AndroidOS,127.0
Cole,Parker,47,iOS,114.0
Gideon,Peterson,41,Windows,118.0
Ellie,Reed,53,AndroidOS,94.0
Sawyer,Fry,54,AndroidOS,89.0
Bob,Brooks,62,iOS,87.0
Micheal,Thompson,58,iOS,
Christian,Walker,21,AndroidOS,127.0
Leo,Long,61,iOS,96.0
Bryce,Turner,67,AndroidOS,124.0
Ellie,Russel,64,iOS,119.0
Beckham,Cooper,29,AndroidOS,122.0
Edward,Long,43,iOS,96.0
Austin,Edwards,35,iOS,113.0
Madison,Gonzalez,63,iOS,89.0
Bryce,Thomas,66,iOS,112.0
Karter,Carter,44,iOS,93.0
Blake,Peterson,49,AndroidOS,91.0
Alexis,Moore,62,AndroidOS,88.0
Weston,Little,57,iOS,108.0
Tyler,Youmg,29,AndroidOS,120.0
Hayden,Little,56,AndroidOS,94.0
Jackson,Alvarez,50,AndroidOS,112.0
Cahrlie,Anderson,67,AndroidOS,127.0
Jon,Cruz,32,iOS,85.0
Roary,Pierce,58,iOS,105.0
Parker,Russel,28,AndroidOS,121.0
Madison,Morgan,20,iOS,
Holden,Castillo,60,AndroidOS,115.0
Cahrlie,Guiterrez,60,iOS,107.0
Marvin,Cox,71,,103.0
Piper,Bailey,51,AndroidOS,96.0
Oscar,Russel,42,iOS,92.0
Silas,Morris,50,iOS,122.0
Kimberly,Green,38,Windows,88.0
Braxton,Colon,60,AndroidOS,104.0
Christina,Wilson,49,AndroidOS,105.0
Steve,Jenkins,45,iOS,116.0
Hope,Powell,62,iOS,95.0
Kinsley,Hall,31,AndroidOS,96.0
Tom,Wright,57,iOS,95.0
Peyton,Myers,44,iOS,115.0
Hailey,Ross,33,iOS,111.0
Teresa,Howard,20,AndroidOS,104.0
Merlin,Rodriguez,73,,122.0
Oscar,Alvarez,26,AndroidOS,89.0
Nash,Martin,46,AndroidOS,
Wyatt,Brooks,56,iOS,117.0
Bryce,Sancherz,41,iOS,124.0
Harry,Taylor,33,AndroidOS,87.0
Natasha,Anderson,37,iOS,99.0
Ivor,Coleman,60,AndroidOS,104.0
Madison,Ruiz,37,AndroidOS,111.0
Natasha,Turner,38,iOS,86.0
Lincoln,Gibson,32,iOS,115.0
Jonny,Peterson,59,iOS,112.0
King,Bennet,33,iOS,120.0
Brooks,Smith,22,iOS,109.0
Alyssa,Cook,55,iOS,117.0
Cahrlie,Stewart,22,AndroidOS,101.0
Avery,Taylor,61,iOS,
Scarlett,Harris,54,iOS,119.0
Hudson,Parker,45,AndroidOS,118.0
Hope,Robinson,47,iOS,95.0
Bryson,Campbell,48,iOS,115.0
Graham,James,49,iOS,129.0
Andrey,Hall,65,iOS,103.0
Natasha,Rogers,59,iOS,129.0
Austin,Thomas,60,iOS,99.0
Josie,Howard,40,iOS,105.0
Garett,Howard,26,iOS,124.0
Spencer,Adams,49,iOS,117.0
Piper,James,35,iOS,85.0
Bradley,Rogers,33,AndroidOS,86.0
Julian,Fry,32,iOS,97.0
Edward,Moore,68,AndroidOS,98.0
Cole,Walker,51,AndroidOS,120.0
Evelyn,Gibson,46,iOS,113.0
Alby,Bell,72,,
Hudson,Gomez,63,AndroidOS,120.0
Lincoln,Jenkins,45,AndroidOS,122.0
Parker,Garcia,74,,128.0
Paul,,68,AndroidOS,101.0
Silas,Phillips,30,iOS,104.0
Hayden,Reese,64,iOS,
Martha,Bailey,72,,113.0
Minho,Brooks,36,iOS,129.0
Taylor,Harris,39,AndroidOS,
Presley,Moore,57,iOS,96.0
Ivy,Foster,67,AndroidOS,109.0
Hadley,Pierce,65,iOS,106.0
King,Colon,65,iOS,115.0
Hayden,Lee,66,AndroidOS,114.0
Parker,Gibson,74,,118.0
Daisy,Lopez,25,iOS,91.0
,Mitchell,48,AndroidOS,100.0
Cole,Gonzalez,71,,89.0
Steven,Richardson,27,AndroidOS,
Steven,Phillips,33,iOS,123.0
Andrea,Castillo,26,Windows,120.0
Kingston,Smith,56,iOS,124.0
Bruce,Hill,47,iOS,102.0
Olive,Ortiz,73,,98.0
Madeline,Little,56,AndroidOS,92.0
Miles,Edwards,42,iOS,95.0
Mary,Sanders,49,iOS,
Hope,James,62,iOS,91.0
Natasha,,23,AndroidOS,106.0
Spencer,Ramirez,32,AndroidOS,106.0
Bryce,Cooper,38,iOS,107.0
Emmet,White,31,AndroidOS,98.0
Kimberly,Rivera,66,iOS,114.0
Brooks,Moore,24,iOS,
Landon,Phillips,30,iOS,111.0
,Howard,52,iOS,85.0
Paul,Youmg,27,iOS,127.0
Rhett,Morris,64,Windows,128.0
Austin,Baker,58,AndroidOS,113.0
Olive,Flores,37,AndroidOS,99.0
Hunter,Palmer,21,iOS,106.0
River,Davis,65,iOS,
Arthur,Evans,21,AndroidOS,102.0
Landon,Cooper,22,iOS,129.0
Kimberly,AllenKing,71,,108.0
Bentley,Williams,33,AndroidOS,102.0
Lincoln,Martinez,50,iOS,104.0
Mason,Ramirez,27,AndroidOS,
Mike,Hill,42,iOS,95.0
Emmet,Martin,62,iOS,101.0
Natasha,Jones,55,AndroidOS,104.0
Bryson,Gonzalez,29,iOS,110.0
Marley,White,45,iOS,127.0
Vivian,Nelson,66,iOS,122.0
Ellie,Hill,66,iOS,122.0
Alby,Collins,40,AndroidOS,99.0
Brooks,AllenKing,55,AndroidOS,106.0
Alex,Rogers,33,iOS,112.0
Marvin,Bell,61,iOS,104.0
Josie,Carter,38,iOS,121.0
Ellie,Thomas,36,AndroidOS,126.0
Ivy,Mendoza,21,AndroidOS,86.0
Avery,Russel,37,iOS,88.0
Dean,Rodriguez,66,iOS,108.0
Easton,Adams,49,Windows,116.0
Oscar,Collins,44,iOS,104.0
Millie,Nelson,56,iOS,126.0
Steven,Guiterrez,27,iOS,86.0
Sawyer,Nelson,63,iOS,88.0
Gideon,Alvarez,67,iOS,121.0
Daisy,Turner,52,AndroidOS,93.0
Daisy,Nelson,34,iOS,114.0
Merlin,Little,73,,88.0
Natasha,Johnson,20,iOS,96.0
River,Morgan,67,iOS,108.0
Mark,Torres,57,iOS,117.0
Lane,Clark,61,iOS,128.0
Marvin,Nelson,27,Windows,106.0
Eleanor,Rodriguez,41,iOS,116.0
Eleanor,Patel,55,iOS,99.0
Martha,Phillips,52,iOS,125.0
Madeline,Price,41,iOS,120.0
Archer,Morales,21,iOS,124.0
Micheal,Cooper,29,AndroidOS,102.0
Dean,Watson,31,AndroidOS,113.0
River,Johnson,65,iOS,95.0
Ashley,Martinez,32,iOS,127.0
Lincoln,Thomas,71,,102.0
Martha,Bailey,25,AndroidOS,121.0
Cole,Guiterrez,63,iOS,117.0
Hazel,Hernandez,44,iOS,98.0
Rhett,Baker,31,AndroidOS,107.0
Jameson,Ruiz,58,iOS,110.0
Andrea,Jones,45,iOS,129.0
Jonny,Fry,35,iOS,106.0
Jon,James,48,Windows,108.0
Christian,Ward,22,iOS,107.0
Parker,Brown,26,iOS,119.0
Kinsley,Myers,45,iOS,98.0
Jack,Perez,53,iOS,105.0
Lilly,Wright,45,iOS,116.0
Mike,Green,40,iOS,106.0
Christina,Phillips,62,iOS,119.0
Minho,Alvarez,33,iOS,91.0
River,Cruz,51,iOS,91.0
Bryson,Little,64,iOS,85.0
Jack,James,55,iOS,
Archer,Roberts,31,iOS,103.0
Lucy,Richardson,46,iOS,96.0
Alby,Gonzalez,54,Windows,
Beckham,Garcia,34,iOS,108.0
Lane,Perez,55,iOS,114.0
Wyatt,Ortiz,72,,122.0
Brooks,Little,55,AndroidOS,109.0
Cole,Lewis,55,iOS,111.0
Brandon,Murphy,31,AndroidOS,
Miles,Jackson,37,iOS,101.0
Olive,Lee,49,iOS,114.0
Zoe,,34,AndroidOS,111.0
Paige,Green,74,,92.0
Wesley,Peterson,20,iOS,124.0
Lincoln,Phillips,39,AndroidOS,
Beckham,Powell,28,iOS,91.0
Hope,Lee,74,,104.0
Arthur,Reese,26,AndroidOS,91.0
Mike,Wright,29,iOS,108.0
Fridge,Turner,47,iOS,123.0
Faith,Green,38,iOS,127.0
Emmet,Adams,71,,124.0
Beckham,,54,AndroidOS,104.0
Alyssa,Roberts,62,iOS,126.0
Walker,Green,60,AndroidOS,119.0
Walker,Turner,39,iOS,100.0
Millie,AllenKing,37,AndroidOS,118.0
Martha,Wood,23,AndroidOS,89.0
Gracie,Robinson,32,iOS,109.0
Piper,Edwards,58,AndroidOS,120.0
Bentley,Scott,47,iOS,86.0
Millie,Hall,38,iOS,100.0
Natasha,Little,58,iOS,122.0
Madeline,,53,iOS,95.0
Piper,Cox,56,iOS,104.0
Jackson,Peterson,59,AndroidOS,
Desirae,Stewart,73,,116.0
Hadley,Mendoza,25,iOS,90.0
Austin,Stewart,39,iOS,121.0
Myles,Colon,37,iOS,90.0
Madeline,Wright,46,iOS,120.0
Alby,Diaz,62,AndroidOS,107.0
Desirae,Howard,72,,99.0
Evelyn,Evans,32,iOS,123.0
Georgia,Ross,70,AndroidOS,92.0
Scarlett,Lewis,43,AndroidOS,97.0
Hazel,Russel,37,iOS,99.0
Mark,Wright,32,AndroidOS,116.0
Brooks,Wright,20,iOS,99.0
Brooks,Brown,31,iOS,104.0
Everett,Ramos,33,iOS,98.0
Merlin,Hernandez,31,iOS,95.0
Abdul,Robinson,56,iOS,89.0
Lincoln,Martinez,66,iOS,104.0
Beckham,Walker,37,iOS,100.0
Shannon,Price,72,,103.0
Alyssa,Harris,58,iOS,103.0
Payton,Rivera,21,iOS,90.0
Walker,Thompson,45,iOS,118.0
Georgia,Rodriguez,60,AndroidOS,129.0
Jonny,Morgan,67,iOS,120.0
Beckham,Martinez,25,iOS,106.0
Kinsley,Baker,57,iOS,124.0
Parker,Thompson,46,iOS,109.0
Bentley,Robinson,32,iOS,90.0
